Dates,0
2024-01-19,3.3125806
2024-01-20,3.2981455
2024-01-21,3.2981455
2024-01-22,3.2981455
2024-01-23,3.2826946
2024-01-24,3.3012834
2024-01-25,3.285919
2024-01-26,3.2850387
2024-01-27,3.2852368
2024-01-28,3.2852368
2024-01-29,3.287008
2024-01-30,3.287008
2024-01-31,3.2695692
2024-02-01,3.3095667
2024-02-02,3.374963
2024-02-03,3.4378557
2024-02-04,3.4378557
2024-02-05,3.4404817
2024-02-06,3.4403813
2024-02-07,3.4854746
2024-02-08,3.48578
2024-02-09,3.4982555
2024-02-10,3.440179
2024-02-11,3.440179
2024-02-12,3.440179
2024-02-13,3.447307
2024-02-14,3.4371786
2024-02-15,3.3923166
2024-02-16,3.3878322
2024-02-17,3.3964229
2024-02-18,3.3964229
2024-02-19,3.3964229
2024-02-20,3.3964229
2024-02-21,3.407779
2024-02-22,3.4052055
2024-02-23,3.397701
2024-02-24,3.4092948
2024-02-25,3.4092948
2024-02-26,3.4069731
2024-02-27,3.400019
2024-02-28,3.4050062
2024-02-29,3.4000852
2024-03-01,3.408949
2024-03-02,3.4417973
2024-03-03,3.4417973
2024-03-04,3.4413402
2024-03-05,3.4452763
2024-03-06,3.4423957
2024-03-07,3.4865665
2024-03-08,3.5133903
2024-03-09,3.4680045
2024-03-10,3.4680045
2024-03-11,3.465159
2024-03-12,3.4618785
2024-03-13,3.4764073
2024-03-14,3.475375
2024-03-15,3.474077
2024-03-16,3.5009782
2024-03-17,3.5009782
2024-03-18,3.5009782
2024-03-19,3.500783
2024-03-20,3.5059245
2024-03-21,3.5109117
2024-03-22,3.4987707
2024-03-23,3.4987707
